perturbation,perturbation_error
0.0,0.0087279649451375
0.001,0.01069638505578041
0.0014142135623730952,0.01171984151005745
0.002,0.01337648369371891
0.0028284271247461905,0.01613497920334339
0.004,0.020869465544819832
0.005656854249492381,0.029223989695310593
0.008,0.04433325305581093
0.011313708498984762,0.0722673237323761
0.016,0.12474550306797028
0.022627416997969524,0.22433973848819733
0.032,0.44221293926239014
0.04525483399593905,0.9388591647148132
0.064,2.005019426345825
0.0905096679918781,4.394708156585693
0.128,9.488133430480957
0.1810193359837562,17.87187385559082
0.256,32.979278564453125
0.3620386719675124,73.37898254394531
0.512,147.17848205566406
0.7240773439350248,301.7931823730469
1.024,744.725341796875
