perturbation,perturbation_error
0.0,0.002586280694231391
0.001,0.013860411942005157
0.0014142135623730952,0.021952614188194275
0.002,0.037118181586265564
0.0028284271247461905,0.06661111861467361
0.004,0.12630409002304077
0.005656854249492381,0.2529045343399048
0.008,0.5380500555038452
0.011313708498984762,1.236261010169983
0.016,3.4595279693603516
0.022627416997969524,107.14300537109375
0.032,768577.625
0.04525483399593905,575682117632.0
0.064,1.867591748131016e+20
0.0905096679918781,1.9593344324134544e+33
0.128,inf
0.1810193359837562,inf
0.256,inf
0.3620386719675124,inf
0.512,inf
0.7240773439350248,inf
1.024,inf
