perturbation,perturbation_error
0.0,14.572257995605469
0.001,14.572305679321289
0.0014142135623730952,14.572338104248047
0.002,14.572395324707031
0.0028284271247461905,14.572491645812988
0.004,14.572671890258789
0.005656854249492381,14.573006629943848
0.008,14.573634147644043
0.011313708498984762,14.574830055236816
0.016,14.57712173461914
0.022627416997969524,14.579700469970703
0.032,14.5869140625
0.04525483399593905,14.604299545288086
0.064,14.638297080993652
0.0905096679918781,14.702005386352539
0.128,14.970178604125977
0.1810193359837562,15.525468826293945
0.256,17.908124923706055
0.3620386719675124,26.273426055908203
0.512,51.49187469482422
0.7240773439350248,150.9661865234375
1.024,415.75543212890625
