perturbation,perturbation_error
0.0,4.080892562866211
0.001,5.312534332275391
0.0014142135623730952,6.106876373291016
0.002,7.492672443389893
0.0028284271247461905,9.943009376525879
0.004,14.296436309814453
0.005656854249492381,21.930858612060547
0.008,34.984474182128906
0.011313708498984762,56.44187545776367
0.016,89.9161148071289
0.022627416997969524,138.86062622070312
0.032,207.90350341796875
0.04525483399593905,345.56939697265625
0.064,674.7642822265625
0.0905096679918781,1094.765625
0.128,1894.9085693359375
0.1810193359837562,3429.1171875
0.256,4916.21630859375
0.3620386719675124,9003.5537109375
0.512,16766.6953125
0.7240773439350248,48814.9453125
1.024,176922.328125
