step,test/loss,epoch
0,2.059976816177368,0
0,2.045020580291748,0
0,2.540503740310669,0
0,2.7086997032165527,0
0,0.9829782247543335,0
0,1.802074909210205,0
0,2.5278987884521484,0
0,1.9323234558105469,0
0,2.276010751724243,0
0,2.585768938064575,0
0,2.6760261058807373,0
0,2.1760165691375732,0
0,1.2298228740692139,0
0,1.8790616989135742,0
0,3.1130409240722656,0
0,4.108271598815918,0
0,4.034030914306641,0
0,2.5513250827789307,0
0,2.488687038421631,0
0,3.6910560131073,0
0,1.9796613454818726,0
0,2.4855644702911377,0
0,2.9011154174804688,0
0,3.512110948562622,0
0,1.2857129573822021,0
0,1.7992308139801025,0
0,1.0183926820755005,0
0,1.4657771587371826,0
0,1.8865196704864502,0
0,2.976508617401123,0
0,2.000920057296753,0
0,2.040776014328003,0
0,2.763366937637329,0
0,3.0302164554595947,0
0,1.040397047996521,0
0,1.700421690940857,0
0,2.74723219871521,0
0,1.8809975385665894,0
0,2.37343168258667,0
0,2.8388679027557373,0
0,2.950010299682617,0
0,2.2254042625427246,0
0,1.055989384651184,0
0,1.8072174787521362,0
0,3.642868995666504,0
0,5.2422637939453125,0
0,5.114954471588135,0
0,2.767483711242676,0
0,2.6890475749969482,0
0,4.588076591491699,0
0,1.9485785961151123,0
0,2.6824123859405518,0
0,3.3203606605529785,0
0,4.289132595062256,0
0,1.1052947044372559,0
0,1.6974990367889404,0
0,0.923821210861206,0
0,1.2967952489852905,0
0,1.8197870254516602,0
0,3.441397190093994,0
0,1.9748352766036987,0
0,2.0367746353149414,0
0,3.1020097732543945,0
0,3.5378761291503906,0
0,1.599501609802246,0
0,1.5637073516845703,0
0,3.0827407836914062,0
0,1.8110711574554443,0
0,2.5189876556396484,0
0,3.2319297790527344,0
0,3.3474698066711426,0
0,2.296499013900757,0
0,0.9771960377693176,0
0,1.7091004848480225,0
0,4.481867790222168,0
0,7.112204074859619,0
0,6.8838605880737305,0
0,3.0782470703125,0
0,2.995460033416748,0
0,6.077177047729492,0
0,1.9070448875427246,0
0,2.982997417449951,0
0,3.9855759143829346,0
0,5.5630717277526855,0
0,0.9856365323066711,0
0,1.5617214441299438,0
0,1.1265177726745605,0
0,1.134591817855835,0
0,1.7300945520401,0
0,4.183934211730957,0
0,1.937150478363037,0
0,2.038255453109741,0
0,3.628039598464966,0
0,4.366164684295654,0
0,3.2389817237854004,0
0,1.3910325765609741,0
0,3.6071248054504395,0
0,1.7192292213439941,0
0,2.7412922382354736,0
0,3.8574018478393555,0
0,3.9094574451446533,0
0,2.398731231689453,0
0,1.191608190536499,0
0,1.5767271518707275,0
0,5.840300559997559,0
0,10.236246109008789,0
0,9.816619873046875,0
0,3.5189061164855957,0
0,3.4749536514282227,0
0,8.616965293884277,0
0,1.8521474599838257,0
0,3.454848527908325,0
0,5.071359634399414,0
0,7.71275520324707,0
0,1.0649744272232056,0
0,1.387302041053772,0
0,2.079787015914917,0
0,1.055503010749817,0
0,1.6133304834365845,0
0,5.404074192047119,0
0,1.882454514503479,0
0,2.06705641746521,0
0,4.46384859085083,0
0,5.7731499671936035,0
0,6.806553363800049,0
0,1.193377137184143,0
0,4.444304466247559,0
0,1.6104985475540161,0
0,3.0889205932617188,0
0,4.8782525062561035,0
0,4.67146110534668,0
0,2.545438766479492,0
0,2.09736967086792,0
0,1.4030871391296387,0
0,8.080533981323242,0
0,15.486682891845703,0
0,14.664274215698242,0
0,4.105221748352051,0
0,4.246053695678711,0
0,13.058941841125488,0
0,1.7813210487365723,0
0,4.222722053527832,0
0,6.899856090545654,0
0,11.439789772033691,0
0,1.5635910034179688,0
0,1.1820815801620483,0
0,4.714046955108643,0
0,1.2221497297286987,0
0,1.4690721035003662,0
0,7.468715667724609,0
0,1.8046941757202148,0
0,2.1933164596557617,0
0,5.82617712020874,0
0,8.260026931762695,0
0,13.13321590423584,0
0,1.0163977146148682,0
0,5.81492805480957,0
0,1.513763189315796,0
0,3.646683931350708,0
0,6.588963508605957,0
0,5.630001544952393,0
0,2.7596795558929443,0
0,4.36285400390625,0
0,1.18830406665802,0
0,11.826321601867676,0
0,24.253929138183594,0
0,22.529396057128906,0
0,4.787324905395508,0
0,5.527669429779053,0
0,20.956275939941406,0
0,1.698197364807129,0
0,5.546716213226318,0
0,10.09891128540039,0
0,18.056337356567383,0
0,2.6279735565185547,0
0,0.9926227927207947,0
0,10.782242774963379,0
0,1.888973593711853,0
0,1.3071452379226685,0
0,11.056293487548828,0
0,1.703294038772583,0
0,2.668998956680298,0
0,8.102311134338379,0
0,12.85820198059082,0
0,22.89697265625,0
0,0.9716790914535522,0
0,8.085104942321777,0
0,1.4935929775238037,0
0,4.568539619445801,0
0,9.52992057800293,0
0,6.704495429992676,0
0,3.0777053833007812,0
0,8.694449424743652,0
0,0.9557071328163147,0
0,18.131072998046875,0
0,38.557891845703125,0
0,34.94166946411133,0
0,5.40261173248291,0
0,7.742555618286133,0
0,35.05392837524414,0
0,1.6109083890914917,0
0,7.986830234527588,0
0,15.953455924987793,0
0,29.999900817871094,0
0,3.986565113067627,0
0,0.9613736271858215,0
0,23.21587562561035,0
0,3.2378528118133545,0
0,1.1657787561416626,0
0,17.435997009277344,0
0,1.591164469718933,0
0,4.211194038391113,0
0,11.964919090270996,0
0,21.726041793823242,0
0,37.40596008300781,0
0,1.3078103065490723,0
0,11.83847427368164,0
0,1.6345093250274658,0
0,6.139206886291504,0
0,14.718361854553223,0
0,7.803196907043457,0
0,3.5723702907562256,0
0,14.975600242614746,0
0,0.7720715403556824,0
0,28.620201110839844,0
0,60.88055419921875,0
0,54.19959259033203,0
0,5.756491184234619,0
0,11.729301452636719,0
0,59.95244216918945,0
0,1.549820065498352,0
0,12.761598587036133,0
0,27.188692092895508,0
0,51.70244216918945,0
0,5.036710262298584,0
0,1.4530376195907593,0
