perturbation,perturbation_error
0.0,0.009962132200598717
0.001,0.010296570137143135
0.0014142135623730952,0.010529023595154285
0.002,0.010938347317278385
0.0028284271247461905,0.011662471108138561
0.004,0.012947291135787964
0.005656854249492381,0.015614012256264687
0.008,0.021569302305579185
0.011313708498984762,0.033783793449401855
0.016,0.05883634090423584
0.022627416997969524,0.10996837913990021
0.032,0.21354497969150543
0.04525483399593905,0.4236677289009094
0.064,0.8550848960876465
0.0905096679918781,1.7787948846817017
0.128,4.26560640335083
0.1810193359837562,10.359692573547363
0.256,20.849834442138672
0.3620386719675124,39.5562858581543
0.512,93.50927734375
0.7240773439350248,283.016357421875
1.024,793.0066528320312
