epoch,step,test/loss
0,0,0.16479778289794922
0,0,0.4834197461605072
0,0,0.7171704173088074
0,0,0.08872058987617493
0,0,0.18829315900802612
0,0,0.05392416566610336
0,0,0.28316983580589294
0,0,0.07910329848527908
0,0,0.13874034583568573
0,0,0.12707917392253876
0,0,0.3847922682762146
0,0,0.264900267124176
0,0,0.5178070068359375
0,0,0.055267468094825745
0,0,0.5508701801300049
0,0,0.21938687562942505
0,0,0.11216072738170624
0,0,0.08990000188350677
0,0,0.10121018439531326
0,0,0.36359837651252747
0,0,0.27059704065322876
0,0,0.08133792132139206
0,0,0.1764594167470932
0,0,0.4503883719444275
0,0,0.23141349852085114
0,0,0.4220738410949707
0,0,0.07214690744876862
0,0,0.12150906771421432
0,0,0.1262480467557907
0,0,0.10031253844499588
0,0,0.3393859267234802
0,0,0.6737340092658997
0,0,1.0763788223266602
0,0,0.07203203439712524
0,0,0.19822561740875244
0,0,0.07659351825714111
0,0,0.34646889567375183
0,0,0.06191323325037956
0,0,0.12993472814559937
0,0,0.11330113559961319
0,0,0.5129753947257996
0,0,0.6808353662490845
0,0,0.7360954880714417
0,0,0.07184354215860367
0,0,0.7928715348243713
0,0,0.2473975121974945
0,0,0.095697320997715
0,0,0.07073555886745453
0,0,0.08443240076303482
0,0,0.47658786177635193
0,0,0.3258996903896332
0,0,0.06365358829498291
0,0,0.1815212070941925
0,0,0.615498423576355
0,0,0.2594183385372162
0,0,0.5644358396530151
0,0,0.05885180085897446
0,0,0.10516496002674103
0,0,0.1116895079612732
0,0,0.0815444216132164
0,0,0.43303024768829346
0,0,0.9994866251945496
0,0,1.7090182304382324
0,0,0.06398329138755798
0,0,0.21199317276477814
0,0,0.17816507816314697
0,0,0.4510060250759125
0,0,0.05549904704093933
0,0,0.11915012449026108
0,0,0.09599024802446365
0,0,0.7330254912376404
0,0,1.6545624732971191
0,0,1.116161823272705
0,0,0.16040125489234924
0,0,1.2178397178649902
0,0,0.2924925684928894
0,0,0.07805675268173218
0,0,0.05627889558672905
0,0,0.07027020305395126
0,0,0.6682717800140381
0,0,0.4160272777080536
0,0,0.055225715041160583
0,0,0.18912844359874725
0,0,0.891748309135437
0,0,0.2980034649372101
0,0,0.7952059507369995
0,0,0.06606817990541458
0,0,0.08627043664455414
0,0,0.0932377502322197
0,0,0.06316589564085007
0,0,0.5849387645721436
0,0,1.569949984550476
0,0,2.8434786796569824
0,0,0.08418086171150208
0,0,0.2306942641735077
0,0,0.4630903899669647
0,0,0.630100667476654
0,0,0.08204945176839828
0,0,0.10696326196193695
0,0,0.07637141644954681
0,0,1.1259751319885254
0,0,3.8237385749816895
0,0,1.7979880571365356
0,0,0.4217892289161682
0,0,1.9843569993972778
0,0,0.3678765892982483
0,0,0.06471432000398636
0,0,0.06312056630849838
0,0,0.06936601549386978
0,0,1.0047091245651245
0,0,0.568159282207489
0,0,0.07590191066265106
0,0,0.20093278586864471
0,0,1.3603246212005615
0,0,0.349319189786911
0,0,1.1698945760726929
0,0,0.13091976940631866
0,0,0.07445653527975082
0,0,0.07259679585695267
0,0,0.05392501875758171
0,0,0.836887538433075
0,0,2.5884387493133545
0,0,4.894817352294922
0,0,0.1769654005765915
0,0,0.2527996897697449
0,0,1.1593501567840576
0,0,0.9490258693695068
0,0,0.19325809180736542
0,0,0.0946124717593193
0,0,0.05988117307424545
0,0,1.8561125993728638
0,0,8.530167579650879
0,0,3.048135995864868
0,0,1.0807733535766602
0,0,3.398947238922119
0,0,0.49987927079200745
0,0,0.07041466236114502
0,0,0.1342972368001938
0,0,0.10581924021244049
0,0,1.616612434387207
0,0,0.8347707390785217
0,0,0.16881020367145538
0,0,0.2203359305858612
0,0,2.157583475112915
0,0,0.41201621294021606
0,0,1.7759757041931152
0,0,0.3426785171031952
0,0,0.11102868616580963
0,0,0.05759825184941292
0,0,0.07554779946804047
0,0,1.264135479927063
0,0,4.426793575286865
0,0,8.59503173828125
0,0,0.43352580070495605
0,0,0.270275741815567
0,0,2.768796443939209
0,0,1.5395623445510864
0,0,0.5232672095298767
0,0,0.08499180525541306
0,0,0.06367078423500061
0,0,3.263404607772827
0,0,18.631481170654297
0,0,5.394399166107178
0,0,2.6410489082336426
0,0,6.059499740600586
0,0,0.7429401278495789
0,0,0.13195468485355377
0,0,0.37931713461875916
0,0,0.23096175491809845
0,0,2.759282112121582
0,0,1.3239065408706665
0,0,0.4186079502105713
0,0,0.25586965680122375
0,0,3.490969657897949
0,0,0.4719506502151489
0,0,2.7517037391662598
0,0,0.9228091239929199
0,0,0.3595494329929352
0,0,0.0736694410443306
0,0,0.17969739437103271
0,0,2.0008554458618164
0,0,7.748747825622559
0,0,15.175886154174805
0,0,1.0366846323013306
0,0,0.262613445520401
0,0,6.407984733581543
0,0,2.6748509407043457
0,0,1.4756561517715454
0,0,0.08216529339551926
