perturbation,perturbation_error
0.0,0.006702787708491087
0.001,0.009061448276042938
0.0014142135623730952,0.010148081928491592
0.002,0.011794930323958397
0.0028284271247461905,0.014345033094286919
0.004,0.01846201717853546
0.005656854249492381,0.02527136541903019
0.008,0.03688221052289009
0.011313708498984762,0.057342346757650375
0.016,0.09457864612340927
0.022627416997969524,0.1644708663225174
0.032,0.2995671331882477
0.04525483399593905,0.5682059526443481
0.064,66.69731140136719
0.0905096679918781,196525280.0
0.128,5.268289348645683e+17
0.1810193359837562,3.861947682913337e+30
0.256,inf
0.3620386719675124,inf
0.512,inf
0.7240773439350248,inf
1.024,inf
