perturbation,perturbation_error
0.0,0.01562655344605446
0.001,0.022270923480391502
0.0014142135623730952,0.025402389466762543
0.002,0.030208896845579147
0.0028284271247461905,0.037759844213724136
0.004,0.049938783049583435
0.005656854249492381,0.07014430314302444
0.008,0.10698279738426208
0.011313708498984762,0.17768090963363647
0.016,0.3134385943412781
0.022627416997969524,0.5825263857841492
0.032,1.1335804462432861
0.04525483399593905,2.302494764328003
0.064,4.881896018981934
0.0905096679918781,10.836189270019531
0.128,25.304248809814453
0.1810193359837562,5209.896484375
0.256,3.4422610246762496e+16
0.3620386719675124,5.4038341955378545e+32
0.512,inf
0.7240773439350248,inf
1.024,inf
