perturbation,perturbation_error
0.0,2.2416317462921143
0.001,4.38119649887085
0.0014142135623730952,5.4867353439331055
0.002,7.253282070159912
0.0028284271247461905,10.130605697631836
0.004,14.882858276367188
0.005656854249492381,22.80635643005371
0.008,36.03892517089844
0.011313708498984762,59.327144622802734
0.016,103.3922119140625
0.022627416997969524,186.86492919921875
0.032,370.3309326171875
0.04525483399593905,753.6021118164062
0.064,1418.8946533203125
0.0905096679918781,2872.188720703125
0.128,5718.92236328125
0.1810193359837562,11173.849609375
0.256,19693.41796875
0.3620386719675124,28106.109375
0.512,64415.28125
0.7240773439350248,159636.03125
1.024,227774.765625
