test/loss,epoch,step
0.0036508624907583,0,0
0.003363386495038867,0,0
0.003189110429957509,0,0
0.0031267169397324324,0,0
0.004562482237815857,0,0
0.003429325530305505,0,0
0.0034349861089140177,0,0
0.005433929618448019,0,0
0.002449591178447008,0,0
0.0048713465221226215,0,0
0.003571444656699896,0,0
0.003999249543994665,0,0
0.002903545740991831,0,0
0.004894549492746592,0,0
0.003121650777757168,0,0
0.0037170799914747477,0,0
0.0025533451698720455,0,0
0.0030479333363473415,0,0
0.0030767011921852827,0,0
0.00443350151181221,0,0
0.004167973063886166,0,0
0.00353915779851377,0,0
0.0031325218733400106,0,0
0.003643781179562211,0,0
0.0039762635715305805,0,0
0.0030282221268862486,0,0
0.003640029113739729,0,0
0.0031378702260553837,0,0
0.0045418571680784225,0,0
0.0031442746985703707,0,0
0.005954870022833347,0,0
0.003250503446906805,0,0
0.0030384263955056667,0,0
0.0029268963262438774,0,0
0.004977110773324966,0,0
0.0033459544647485018,0,0
0.0033667811658233404,0,0
0.006309702526777983,0,0
0.00206849817186594,0,0
0.005446183029562235,0,0
0.0035462062805891037,0,0
0.004158592317253351,0,0
0.002629368333145976,0,0
0.0054826438426971436,0,0
0.002940097125247121,0,0
0.003748070914298296,0,0
0.00217662681825459,0,0
0.002821083413437009,0,0
0.002859970321878791,0,0
0.004844849929213524,0,0
0.0044633750803768635,0,0
0.0034956960007548332,0,0
0.0029356523882597685,0,0
0.003654743544757366,0,0
0.004139385186135769,0,0
0.00279806274920702,0,0
0.0036405539140105247,0,0
0.0029488897416740656,0,0
0.005023704841732979,0,0
0.0029660784639418125,0,0
0.007129315752536058,0,0
0.003097092267125845,0,0
0.0028658448718488216,0,0
0.002661441219970584,0,0
0.005600494798272848,0,0
0.0032364639919251204,0,0
0.0032915070187300444,0,0
0.007685316260904074,0,0
0.0016462370986118913,0,0
0.006328505463898182,0,0
0.003518319921568036,0,0
0.004398668184876442,0,0
0.0022769581992179155,0,0
0.006387291010469198,0,0
0.002720964141190052,0,0
0.003795508062466979,0,0
0.0017223490867763758,0,0
0.0025232560001313686,0,0
0.002574669197201729,0,0
0.005514264106750488,0,0
0.004962352570146322,0,0
0.0034370282664895058,0,0
0.0026750382967293262,0,0
0.0036841293331235647,0,0
0.004398276563733816,0,0
0.0025002872571349144,0,0
0.0036462924908846617,0,0
0.0027053067460656166,0,0
0.005818207748234272,0,0
0.0027457675896584988,0,0
0.009010091423988342,0,0
0.0028926595114171505,0,0
0.002702687866985798,0,0
0.0023200137075036764,0,0
0.006556098349392414,0,0
0.003098488552495837,0,0
0.0032273598480969667,0,0
0.00990467518568039,0,0
0.0012828022008761764,0,0
0.007715214509516954,0,0
0.00349477119743824,0,0
0.004767086356878281,0,0
0.001849177642725408,0,0
0.007812587544322014,0,0
0.0024862559512257576,0,0
0.0038698939606547356,0,0
0.0012379554100334644,0,0
0.0021482128649950027,0,0
0.0022137961350381374,0,0
0.006637245882302523,0,0
0.005830445326864719,0,0
0.003359634894877672,0,0
0.0023420110810548067,0,0
0.0037534364964812994,0,0
0.004820570815354586,0,0
0.0021345585118979216,0,0
0.0036643713247030973,0,0
0.002408480504527688,0,0
0.007168455049395561,0,0
0.00249769096262753,0,0
0.012109199538826942,0,0
0.0026287876535207033,0,0
0.002633399097248912,0,0
0.0019043104257434607,0,0
0.008055483922362328,0,0
0.0029372188728302717,0,0
0.003221090417355299,0,0
0.013590604066848755,0,0
0.0012373107019811869,0,0
0.009954589419066906,0,0
0.0034940303303301334,0,0
0.005344314035028219,0,0
0.0013852114789187908,0,0
0.010120191611349583,0,0
0.0023045518901199102,0,0
0.003989929798990488,0,0
0.0008721099584363401,0,0
0.001710642478428781,0,0
0.0017892175819724798,0,0
0.008580592460930347,0,0
0.007382964715361595,0,0
0.003261280246078968,0,0
0.001941919676028192,0,0
0.0039068907499313354,0,0
0.005529442802071571,0,0
0.0017279860330745578,0,0
0.0037097870372235775,0,0
0.0020848638378083706,0,0
0.009532722644507885,0,0
0.0022741209249943495,0,0
0.017369335517287254,0,0
0.002306633163243532,0,0
0.0028571831062436104,0,0
0.001448374823667109,0,0
0.010471689514815807,0,0
0.002777236746624112,0,0
0.0033806751016527414,0,0
0.01989610865712166,0,0
0.0021128274966031313,0,0
0.013679295778274536,0,0
0.0035603579599410295,0,0
0.0062685380689799786,0,0
0.0010104923276230693,0,0
0.013967646285891533,0,0
0.0023475484922528267,0,0
0.004190031439065933,0,0
0.001001870958134532,0,0
0.0012790017062798142,0,0
0.0013619272504001856,0,0
0.012046798132359982,0,0
0.01022808812558651,0,0
0.0031442258041352034,0,0
0.0015172712737694383,0,0
0.004234624095261097,0,0
0.006753371562808752,0,0
0.0013739375863224268,0,0
0.0038134767673909664,0,0
0.00182191445492208,0,0
0.013789684511721134,0,0
0.0022132480517029762,0,0
0.026559337973594666,0,0
0.001954619539901614,0,0
0.00381369236856699,0,0
0.0010607660515233874,0,0
0.01447975356131792,0,0
0.002688320819288492,0,0
0.003942020237445831,0,0
0.030994106084108353,0,0
0.005238883662968874,0,0
0.020065726712346077,0,0
0.003795403288677335,0,0
0.007778656668961048,0,0
0.0010416514705866575,0,0
0.020577186718583107,0,0
0.0030068245250731707,0,0
0.0045355926267802715,0,0
0.0025045915972441435,0,0
0.0010475413873791695,0,0
0.001108553260564804,0,0
0.018405800685286522,0,0
0.015549834817647934,0,0
0.0030223482754081488,0,0
0.0011971993371844292,0,0
0.004919060040265322,0,0
0.008921896107494831,0,0
0.0013141516828909516,0,0
0.004038385581225157,0,0
0.0018461787840351462,0,0
0.021647412329912186,0,0
0.002639929298311472,0,0
0.043047498911619186,0,0
0.001668421202339232,0,0
0.00643526203930378,0,0
0.001007519313134253,0,0
0.02132866345345974,0,0
0.002840888686478138,0,0
0.005403827875852585,0,0
0.051036253571510315,0,0
0.013458815403282642,0,0
0.03134465217590332,0,0
0.004429106134921312,0,0
0.010284782387316227,0,0
0.002202502451837063,0,0
0.03226213902235031,0,0
0.005131611600518227,0,0
0.005154685582965612,0,0
0.007339184172451496,0,0
0.0014923070557415485,0,0
0.0014652214013040066,0,0
0.030373310670256615,0,0
0.02566772885620594,0,0
0.002936158562079072,0,0
0.0012995237484574318,0,0
0.006327464710921049,0,0
0.012849478982388973,0,0
0.002108990913257003,0,0
0.004511110484600067,0,0
0.002691322471946478,0,0
0.036463502794504166,0,0
0.004274826031178236,0,0
0.07331697642803192,0,0
0.0016998790670186281,0,0
0.012643898837268353,0,0
0.0018658119952306151,0,0
0.03337143361568451,0,0
0.0036248425021767616,0,0
0.008798008784651756,0,0
0.08803404867649078,0,0
0.03274780884385109,0,0
0.05181528255343437,0,0
0.005982834845781326,0,0
0.014472263865172863,0,0
0.006060900166630745,0,0
0.05346381664276123,0,0
0.010507051832973957,0,0
0.006305285729467869,0,0
0.019797949120402336,0,0
0.003709977027028799,0,0
0.0034376061521470547,0,0
0.05341918393969536,0,0
0.04514042288064957,0,0
0.002983486745506525,0,0
0.0025344518944621086,0,0
0.009195823222398758,0,0
0.02008616179227829,0,0
0.0049858419224619865,0,0
0.005483569111675024,0,0
0.005558848846703768,0,0
0.06489832699298859,0,0
0.008666057139635086,0,0
0.1299334168434143,0,0
0.0026547324378043413,0,0
0.02630484849214554,0,0
0.00478540500625968,0,0
0.0551026426255703,0,0
0.0059063620865345,0,0
0.016228357329964638,0,0
0.1575472205877304,0,0
0.07554449141025543,0,0
0.08987297117710114,0,0
0.00965692289173603,0,0
0.021426351740956306,0,0
0.015897123143076897,0,0
0.09280034899711609,0,0
0.022803377360105515,0,0
0.008519751951098442,0,0
0.04924125596880913,0,0
0.010167359374463558,0,0
0.009273149073123932,0,0
0.09874539077281952,0,0
0.08292222768068314,0,0
0.0033805391285568476,0,0
0.006394239142537117,0,0
0.014991888776421547,0,0
0.03357895836234093,0,0
0.012546014040708542,0,0
0.00745118735358119,0,0
0.013092909008264542,0,0
0.12025973200798035,0,0
0.019078219309449196,0,0
0.23732803761959076,0,0
0.005938300397247076,0,0
0.054974593222141266,0,0
0.011876722797751427,0,0
0.09519194811582565,0,0
0.011590988375246525,0,0
0.03193828463554382,0,0
0.2898862957954407,0,0
0.16765035688877106,0,0
0.1620861440896988,0,0
0.018285084515810013,0,0
0.03274542838335037,0,0
0.03839295729994774,0,0
0.16711696982383728,0,0
0.049424223601818085,0,0
0.012914151884615421,0,0
0.11619588732719421,0,0
0.026419827714562416,0,0
0.02394040673971176,0,0
0.18972337245941162,0,0
0.15649187564849854,0,0
0.004580906126648188,0,0
0.01584519073367119,0,0
0.026624567806720734,0,0
0.058899398893117905,0,0
0.03019184060394764,0,0
0.01137379091233015,0,0
0.031040644273161888,0,0
0.22927266359329224,0,0
0.04232611507177353,0,0
0.4429408013820648,0,0
0.014785614795982838,0,0
0.1128326803445816,0,0
0.02669825404882431,0,0
0.1704620122909546,0,0
0.02487710863351822,0,0
0.06442244350910187,0,0
0.5440346598625183,0,0
0.36266621947288513,0,0
0.30141371488571167,0,0
0.03876509144902229,0,0
0.05090733617544174,0,0
0.08681851625442505,0,0
0.3094590902328491,0,0
0.10498840361833572,0,0
0.02182755433022976,0,0
0.266313374042511,0,0
0.06526683270931244,0,0
0.05846214294433594,0,0
0.3761757016181946,0,0
0.29941678047180176,0,0
0.007504201959818602,0,0
0.03636215999722481,0,0
0.049803875386714935,0,0
0.10647641867399216,0,0
0.0690019428730011,0,0
0.019071802496910095,0,0
0.07175382971763611,0,0
