perturbation,perturbation_error
0.0,0.5882706046104431
0.001,0.7038636803627014
0.0014142135623730952,0.7566198110580444
0.002,0.8360865116119385
0.0028284271247461905,0.9581506252288818
0.004,1.1500251293182373
0.005656854249492381,1.4595164060592651
0.008,1.9722907543182373
0.011313708498984762,2.843599557876587
0.016,4.354153633117676
0.022627416997969524,6.998682022094727
0.032,11.590209007263184
0.04525483399593905,19.2569522857666
0.064,30.934223175048828
0.0905096679918781,45.46788024902344
0.128,69.8539047241211
0.1810193359837562,123.68944549560547
0.256,179.54275512695312
0.3620386719675124,224.4081573486328
0.512,267.533935546875
0.7240773439350248,267.533935546875
1.024,374.5806579589844
