perturbation,perturbation_error
0.0,0.6819751262664795
0.001,0.824982762336731
0.0014142135623730952,0.8963470458984375
0.002,1.0107123851776123
0.0028284271247461905,1.2019696235656738
0.004,1.5397242307662964
0.005656854249492381,2.1785964965820312
0.008,3.6670267581939697
0.011313708498984762,7.346087455749512
0.016,17.029705047607422
0.022627416997969524,40.712318420410156
0.032,79.59192657470703
0.04525483399593905,109.0094985961914
0.064,119.32191467285156
0.0905096679918781,119.32191467285156
0.128,119.32191467285156
0.1810193359837562,149.1957244873047
0.256,186.94190979003906
0.3620386719675124,186.94190979003906
0.512,186.94190979003906
0.7240773439350248,234.18789672851562
1.024,286.6210021972656
