perturbation,perturbation_error
0.0,34.11308288574219
0.001,36.31803512573242
0.0014142135623730952,37.255489349365234
0.002,38.603179931640625
0.0028284271247461905,40.54890823364258
0.004,43.376068115234375
0.005656854249492381,47.479896545410156
0.008,53.43191146850586
0.011313708498984762,61.79327392578125
0.016,72.792236328125
0.022627416997969524,106.34738159179688
0.032,170.085693359375
0.04525483399593905,243.1824951171875
0.064,306.4974060058594
0.0905096679918781,369.6003723144531
0.128,454.7634582519531
0.1810193359837562,601.08544921875
0.256,1244.9940185546875
0.3620386719675124,2298.16943359375
0.512,4032.7900390625
0.7240773439350248,7506.3642578125
1.024,11895.4443359375
