perturbation,perturbation_error
0.0,0.19124971330165863
0.001,0.1914876401424408
0.0014142135623730952,0.19601160287857056
0.002,0.20726723968982697
0.0028284271247461905,0.2337838113307953
0.004,0.2952635884284973
0.005656854249492381,0.44255393743515015
0.008,0.8042634725570679
0.011313708498984762,1.7305651903152466
0.016,4.26754903793335
0.022627416997969524,11.480500221252441
0.032,28.553062438964844
0.04525483399593905,54.19601058959961
0.064,84.69953918457031
0.0905096679918781,105.84382629394531
0.128,114.12267303466797
0.1810193359837562,126.01620483398438
0.256,160.0919189453125
0.3620386719675124,160.0919189453125
0.512,173.35939025878906
0.7240773439350248,247.3041229248047
1.024,483.7335205078125
