perturbation,perturbation_error
0.0,0.014798291958868504
0.001,0.015477955341339111
0.0014142135623730952,0.015961281955242157
0.002,0.017510730773210526
0.0028284271247461905,0.020890066400170326
0.004,0.028067104518413544
0.005656854249492381,0.06149160489439964
0.008,0.16668525338172913
0.011313708498984762,0.4647713005542755
0.016,1.3320122957229614
0.022627416997969524,3.9425363540649414
0.032,11.800477027893066
0.04525483399593905,30.1676082611084
0.064,61.345890045166016
0.0905096679918781,172.1058807373047
0.128,519.654052734375
0.1810193359837562,1296.7799072265625
0.256,3036.8515625
0.3620386719675124,7322.6669921875
0.512,16691.529296875
0.7240773439350248,100479.1484375
1.024,372410.75
