epoch,test/loss,step
0,2.2416317462921143,0
0,1.2460596561431885,0
0,2.5364341735839844,0
0,1.983582615852356,0
0,2.925194263458252,0
0,2.7242820262908936,0
0,3.572472333908081,0
0,2.780653238296509,0
0,3.0435402393341064,0
0,2.3018949031829834,0
0,2.2014334201812744,0
0,4.38119649887085,0
0,1.0772404670715332,0
0,2.5536515712738037,0
0,1.9560871124267578,0
0,2.6715240478515625,0
0,1.5335148572921753,0
0,1.6641712188720703,0
0,1.422041416168213,0
0,1.7017409801483154,0
0,2.8884739875793457,0
0,1.720798373222351,0
0,4.114967346191406,0
0,3.5861868858337402,0
0,2.22442889213562,0
0,2.6700713634490967,0
0,3.110873222351074,0
0,3.458102226257324,0
0,1.7203049659729004,0
0,2.6248059272766113,0
0,1.8651063442230225,0
0,0.9516758918762207,0
0,2.662104845046997,0
0,1.8878281116485596,0
0,3.2438745498657227,0
0,2.9295926094055176,0
0,4.238577842712402,0
0,3.0229828357696533,0
0,3.4226772785186768,0
0,2.329064130783081,0
0,2.1851656436920166,0
0,5.4867353439331055,0
0,0.7768848538398743,0
0,2.6825456619262695,0
0,1.8599207401275635,0
0,2.857633113861084,0
0,1.2939074039459229,0
0,1.4493610858917236,0
0,1.1510897874832153,0
0,1.5125133991241455,0
0,3.1851625442504883,0
0,1.538091778755188,0
0,5.085646152496338,0
0,4.251977920532227,0
0,2.2152278423309326,0
0,2.8620762825012207,0
0,3.5300092697143555,0
0,4.061310768127441,0
0,1.5265617370605469,0
0,2.793243646621704,0
0,1.727887511253357,0
0,0.6491252183914185,0
0,2.8424854278564453,0
0,1.7636080980300903,0
0,3.732106924057007,0
0,3.226595163345337,0
0,5.296182632446289,0
0,3.3847568035125732,0
0,4.006187915802002,0
0,2.3699324131011963,0
0,2.1630780696868896,0
0,7.253282070159912,0
0,0.5373184680938721,0
0,2.8628177642822266,0
0,1.7484689950942993,0
0,3.129340887069702,0
0,1.0091544389724731,0
0,1.1729817390441895,0
0,0.8363285064697266,0
0,1.2799328565597534,0
0,3.6418282985687256,0
0,1.3133913278579712,0
0,6.651024341583252,0
0,5.304627418518066,0
0,2.201512098312378,0
0,3.1470959186553955,0
0,4.189220428466797,0
0,5.015809059143066,0
0,1.2779585123062134,0
0,3.041715621948242,0
0,1.5521761178970337,0
0,0.4413473606109619,0
0,3.1015217304229736,0
0,1.6112796068191528,0
0,4.501924514770508,0
0,3.660069704055786,0
0,7.025507926940918,0
0,3.9369218349456787,0
0,4.927662372589111,0
0,2.4327456951141357,0
0,2.133727788925171,0
0,10.130605697631836,0
0,0.5696181654930115,0
0,3.1140873432159424,0
0,1.6410845518112183,0
0,3.5277884006500244,0
0,0.7168662548065186,0
0,0.8431314826011658,0
0,0.5272861123085022,0
0,1.0211164951324463,0
0,4.385681629180908,0
0,1.0610017776489258,0
0,9.243124008178711,0
0,7.017729759216309,0
0,2.183375597000122,0
0,3.577254295349121,0
0,5.273681640625,0
0,6.5716938972473145,0
0,0.9825261831283569,0
0,3.411905288696289,0
0,1.3389475345611572,0
0,0.5682675838470459,0
0,3.470393419265747,0
0,1.444352149963379,0
0,5.7544355392456055,0
0,4.1502485275268555,0
0,9.942856788635254,0
0,4.800131320953369,0
0,6.4290385246276855,0
0,2.532381772994995,0
0,2.09879207611084,0
0,14.882858276367188,0
0,1.372185230255127,0
0,3.4681506156921387,0
0,1.5808284282684326,0
0,4.112767696380615,0
0,0.5266587138175964,0
0,0.5182600021362305,0
0,0.36202895641326904,0
0,0.7935506105422974,0
0,5.677999019622803,0
0,0.8080078959465027,0
0,13.648144721984863,0
0,9.89978313446045,0
0,2.170011281967163,0
0,4.236771583557129,0
0,7.174339771270752,0
0,9.192340850830078,0
0,0.6881878972053528,0
0,3.9683265686035156,0
0,1.1047760248184204,0
0,1.5407037734985352,0
0,3.986804246902466,0
0,1.2968209981918335,0
0,7.885125160217285,0
0,4.445335388183594,0
0,15.013337135314941,0
0,6.196506977081299,0
0,8.955041885375977,0
0,2.6963882446289062,0
0,2.0652878284454346,0
0,22.80635643005371,0
0,4.179775238037109,0
0,4.00783634185791,0
0,1.6348663568496704,0
0,4.982929229736328,0
0,0.7058797478675842,0
0,0.3946497142314911,0
0,0.6710039377212524,0
0,0.7451531291007996,0
0,8.021838188171387,0
0,0.6407036185264587,0
0,21.309814453125,0
0,14.925660133361816,0
0,2.1882665157318115,0
0,5.271918773651123,0
0,10.709383964538574,0
0,13.767965316772461,0
0,0.5366246700286865,0
0,4.816594123840332,0
0,0.9018751978874207,0
0,4.378091812133789,0
0,4.679437160491943,0
0,1.1489979028701782,0
0,11.70731258392334,0
0,4.5363264083862305,0
0,24.110563278198242,0
0,8.575591087341309,0
0,13.352208137512207,0
0,2.980055809020996,0
0,2.0603058338165283,0
0,36.03892517089844,0
0,11.105177879333496,0
0,4.963405609130859,0
0,1.8953132629394531,0
0,6.330360412597656,0
0,1.8404576778411865,0
0,1.05239999294281,0
0,2.19276762008667,0
0,1.2109549045562744,0
0,12.287504196166992,0
0,0.798898458480835,0
0,34.900726318359375,0
0,24.05491065979004,0
0,2.2680580615997314,0
0,6.942285060882568,0
0,17.500329971313477,0
0,22.036788940429688,0
0,0.8584847450256348,0
0,6.1138916015625,0
0,0.8449976444244385,0
0,11.007145881652832,0
0,5.528632640838623,0
0,0.9885180592536926,0
0,19.052656173706055,0
0,4.735759735107422,0
0,40.880496978759766,0
0,12.89612865447998,0
0,21.219757080078125,0
0,3.5105767250061035,0
0,2.1625146865844727,0
0,57.99751281738281,0
0,24.922761917114258,0
0,6.650577545166016,0
0,2.603073835372925,0
0,8.735472679138184,0
0,5.007556438446045,0
0,4.465855121612549,0
0,6.516736030578613,0
0,2.8636269569396973,0
0,20.144489288330078,0
0,1.5113352537155151,0
0,59.327144622802734,0
0,41.4275016784668,0
0,2.3897643089294434,0
0,9.74075984954834,0
0,30.826196670532227,0
0,37.50328063964844,0
0,2.3949382305145264,0
0,8.050289154052734,0
0,1.1163601875305176,0
0,24.893245697021484,0
0,6.377816200256348,0
0,0.915553629398346,0
0,34.21284103393555,0
0,5.127691745758057,0
0,72.49008178710938,0
0,21.2133846282959,0
0,35.2625732421875,0
0,4.659051895141602,0
0,2.4942450523376465,0
0,93.76849365234375,0
0,48.764488220214844,0
0,9.254475593566895,0
0,4.531132221221924,0
0,14.016129493713379,0
0,11.385981559753418,0
0,16.514848709106445,0
0,17.013362884521484,0
0,6.848544597625732,0
0,34.84981918334961,0
0,2.767150402069092,0
0,103.3922119140625,0
0,76.82010650634766,0
0,2.477433443069458,0
0,14.782524108886719,0
0,57.76742935180664,0
0,67.01699829101562,0
0,7.072660446166992,0
0,10.619647979736328,0
0,1.8576260805130005,0
0,52.09037399291992,0
0,6.872251987457275,0
0,1.1628522872924805,0
0,65.10488891601562,0
0,4.510663986206055,0
0,133.90460205078125,0
0,37.6312141418457,0
0,59.28366470336914,0
0,7.3281402587890625,0
0,3.1930837631225586,0
0,150.47787475585938,0
0,84.66053009033203,0
0,12.565691947937012,0
0,9.958318710327148,0
0,27.8365535736084,0
0,21.500118255615234,0
0,48.39910125732422,0
0,40.64319610595703,0
0,13.028887748718262,0
0,63.11158752441406,0
0,3.6447131633758545,0
0,186.86492919921875,0
0,154.8916778564453,0
0,2.5688419342041016,0
0,24.99116325378418,0
0,112.54922485351562,0
0,121.52684783935547,0
0,20.814496994018555,0
0,13.466938972473145,0
0,2.7175052165985107,0
0,102.6341781616211,0
0,6.608201503753662,0
0,2.1095991134643555,0
0,120.57868957519531,0
0,2.6774396896362305,0
0,256.7265319824219,0
0,69.8066635131836,0
0,101.03705596923828,0
0,13.408023834228516,0
0,4.508661270141602,0
0,241.48956298828125,0
0,124.93112182617188,0
0,15.958207130432129,0
0,25.060546875,0
0,71.49883270263672,0
0,35.838741302490234,0
0,116.02005004882812,0
0,91.66897583007812,0
0,15.563669204711914,0
0,118.30817413330078,0
0,2.1957154273986816,0
0,370.3309326171875,0
0,329.47406005859375,0
0,2.925102710723877,0
0,46.40930938720703,0
0,225.91897583007812,0
0,212.02415466308594,0
0,60.77842712402344,0
0,17.740550994873047,0
0,2.6588120460510254,0
0,193.0155792236328,0
0,5.389169216156006,0
0,2.5833699703216553,0
0,214.8695526123047,0
0,8.433353424072266,0
0,507.2044982910156,0
0,125.25174713134766,0
0,177.3521728515625,0
0,27.429004669189453,0
0,7.050825595855713,0
0,370.4525146484375,0
0,161.71353149414062,0
0,18.433414459228516,0
0,67.25629425048828,0
0,205.88270568847656,0
0,54.1673583984375,0
0,244.81170654296875,0
0,199.21385192871094,0
0,9.688145637512207,0
0,213.0327911376953,0
0,2.5371885299682617,0
0,753.6021118164062,0
0,690.4534301757812,0
0,4.2367072105407715,0
0,96.6347885131836,0
0,479.7090148925781,0
0,349.2904052734375,0
0,166.12147521972656,0
0,30.050193786621094,0
0,12.643407821655273,0
0,367.0726318359375,0
0,5.408779144287109,0
0,1.852478265762329,0
0,383.2671203613281,0
0,60.45257568359375,0
0,978.7509155273438,0
0,223.66067504882812,0
0,312.6436767578125,0
0,59.87364196777344,0
0,12.820578575134277,0
0,510.3482666015625,0
0,203.19248962402344,0
0,17.390493392944336,0
0,177.01571655273438,0
0,554.2225341796875,0
0,81.42138671875,0
0,442.7622985839844,0
0,440.2472229003906,0
0,11.851482391357422,0
0,342.06317138671875,0
0,25.437145233154297,0
0,1411.9808349609375,0
0,1418.8946533203125,0
0,8.649370193481445,0
0,210.11231994628906,0
0,1024.901611328125,0
0,568.70703125,0
0,429.65521240234375,0
0,58.94905471801758,0
0,108.43988037109375,0
0,711.6924438476562,0
0,17.300683975219727,0
0,4.283577919006348,0
0,674.7601318359375,0
0,264.32733154296875,0
