perturbation,perturbation_error
0.0,0.007290527690201998
0.001,0.008376773446798325
0.0014142135623730952,0.008961938321590424
0.002,0.009924566373229027
0.0028284271247461905,0.01155582070350647
0.004,0.014401771128177643
0.005656854249492381,0.01950237900018692
0.008,0.02886107936501503
0.011313708498984762,0.046368952840566635
0.016,0.0796222984790802
0.022627416997969524,0.14348845183849335
0.032,0.2670680284500122
0.04525483399593905,0.5072016716003418
0.064,0.974436342716217
0.0905096679918781,2.0170023441314697
0.128,4.302699089050293
0.1810193359837562,8.850146293640137
0.256,21.06814193725586
0.3620386719675124,29.71310806274414
0.512,131.2349853515625
0.7240773439350248,147.96630859375
1.024,230.51260375976562
