val/loss,epoch,step,train/loss,grad_norm.net.layer.D,grad_norm.net.layer.kernel.C,grad_norm.net.layer.kernel.inv_dt,grad_norm.net.layer.kernel.B,grad_norm.net.layer.kernel.A_real,grad_norm.net.layer.kernel.A_imag,grad_norm.net.layer.kernel.P,grad_norm.net.output_linear.0.weight,grad_norm.net.output_linear.0.bias,grad_norm.encoder.U.weight,grad_norm.encoder.U.bias,grad_norm.decoder.U.weight,grad_norm.decoder.U.bias,test/loss
15.279667854309082,0,0,,,,,,,,,,,,,,,
,0,49,4.391952991485596,0.04091040983920066,0.006405658071114266,0.01650662694380131,0.009448268822690235,0.004757641019935605,0.009390419057674768,0.0019837880448914805,0.008230586088992742,0.03219046586215714,0.028112834767747757,0.6975958350972609,0.09967243981057511,2.7222182836023454,
,0,99,0.39745044708251953,0.007531770429166941,0.007707017262384881,0.015322070360345883,0.007448919107988613,0.0031798691689486026,0.18194486737719434,0.00205697344813739,0.0009602866002842326,0.00527236947111707,0.009959881136354876,0.5987862462980162,0.03166327414513489,0.2421265565760614,
,0,149,0.21330584585666656,0.007350326543822446,0.01258504377613869,0.0017716207094851514,0.007790591359873912,0.006800591833186797,0.23356335155311533,0.017377864297088267,0.0011654332446711393,0.006856156496358519,0.0030582241276609903,0.7431256632663553,0.010661725887519537,0.3162439369369509,
,0,199,0.17967551946640015,0.03003025098114424,0.016331701484346154,0.004477642124808112,0.008710376892029612,0.005546538163190841,0.22422354512342782,0.015888379207590782,0.0014842229757635154,0.008312436140036192,0.006395982413710686,0.6553510223986495,0.022217147163794262,0.36264038950504246,
,0,249,0.6116988062858582,0.08213183995482976,0.04546801773961445,0.03589689516322997,0.029812721727075567,0.005553816958849982,0.3792794439204247,0.01675640603044463,0.0015685276646814515,0.0007832126012499329,0.09393481075625171,0.7008712561033792,0.5041101798068659,0.00019145407534907033,
0.4809844493865967,0,249,,,,,,,,,,,,,,,
,1,299,0.08627183735370636,0.002810266029456669,0.0012867113499347342,0.0011899692980326631,0.0007634839847405877,0.0002615639922977247,0.00954046773608188,0.0006953979474745638,0.0001010875551504043,0.0003270873576879202,0.0019948765380544305,0.06372140513842009,0.010998503597908337,0.017829548096581785,
,1,349,0.04199820011854172,0.001279378382730809,0.001135390749142981,0.0005502133309498429,0.0012457758496320361,0.0005722985793022801,0.038625856543386516,0.00026799812595670544,0.00032898564840559854,0.0026571977659454135,0.002100450729399598,0.22595123620412258,0.00583262484352075,0.11758202156593985,
,1,399,0.056266073137521744,0.0032710012558743,0.0018408752460797985,0.0004025900949831201,0.0016338949563813954,0.0008865354679490874,0.05275850925572735,0.0008328214668304691,0.0005620466786182474,0.004982363125081977,0.003570796474961383,0.3533557576619257,0.00894787000596807,0.21492136532693412,
,1,449,0.06436547636985779,0.017109306096092326,0.0017904955739462536,0.00633090956954395,0.0009416737092037473,0.00019248786890845295,0.006238610711075927,0.00041138378420170843,0.00023219897934998704,0.0009685153123426631,0.003575244979654036,0.07334082972706524,0.014140392007062741,0.04201546310731482,
,1,499,0.024234142154455185,0.005100292709772698,0.00022333992194580743,0.00027458570917305984,0.00010722247049185518,3.8965489809286464e-05,0.002482671680274817,2.615721922681683e-05,7.532994194419591e-05,0.00042332425856469254,0.0004917318489438642,0.03519606698951876,0.002329423484960536,0.01817543553019507,
0.125835120677948,1,499,,,,,,,,,,,,,,,
,2,549,0.10253383219242096,0.007241498482122735,0.001898151440848332,0.0006179341061935232,0.001297219809659027,0.0007833441310239702,0.030842423397367976,0.0015266522223984272,0.00011915060605407365,0.0004706322896598997,0.01275788676716457,0.27019213402276177,0.030491146458230603,0.01907416729660471,
,2,599,0.040472108870744705,0.0005842876490406424,0.00080544977732386,0.00016262824630173481,0.0005984637293446346,0.0002761803511130738,0.011483104824194904,0.00040165299244594043,5.349128417356561e-05,0.00019606838703725246,0.004475402173318724,0.08394367027527723,0.013466290853363148,0.0068293165835742325,
,2,649,0.08299193531274796,0.001085280237626001,0.0013522325446997277,0.000574818683299312,0.0011625940468328057,0.0005051353102890467,0.018244909327429417,0.00029494483638601974,0.00014630585390501113,0.0001675411858241016,0.012044970534172675,0.23679256774870905,0.03968237888931046,4.713685415511388e-07,
,2,699,0.035967204719781876,0.0007064848334950001,0.0004462940257729867,0.0001511900872058958,0.0004246234768566583,0.00024550389486406436,0.005657012114711825,0.0001812982003757637,0.0001550438592915484,0.004098742389380085,0.0025793779746267126,0.35267040245019676,0.006041579360092129,0.16590714290614844,
,2,749,0.01883268915116787,0.00042258946438531104,0.00026772794240165546,9.469607888514492e-05,0.00027358789822380544,0.00014901453136741995,0.004277734140762993,7.789360759414108e-05,9.323318955632305e-05,0.0028949451943698964,0.0017137168575051729,0.2291749000678564,0.0034807743706400194,0.10666756418792045,
0.020640742033720016,2,749,,,,,,,,,,,,,,,
,3,799,0.03153622895479202,0.0018430484736293201,0.0004572082263771585,0.0002942464438337631,0.00032807155478114245,0.00013082155775323093,0.0013450221624826165,0.00011683257302473703,7.318664538979029e-05,0.001860834875295557,0.004210547343901152,0.20250005644656036,0.01143403068003885,0.0716250990488018,
,3,849,0.12682896852493286,0.00397455735983497,0.0017197446690907004,0.0009586466229648383,0.0016966165280198492,0.0006545342128364941,0.01405792097243569,7.007151363897704e-05,0.00034357637976302463,0.0018201388597478183,0.02435942551614275,0.6515671714956952,0.06193519383022506,0.05456639334924491,
,3,899,0.16620497405529022,0.020059320619619975,0.0023055933137089975,0.003652747640155714,0.00199124458413675,0.00047013827302718467,0.006699254053528645,0.00011031203398141268,0.0004015444749407714,0.0006756284167784626,0.034038242684226075,0.6517683857597887,0.08825465833304705,0.011786547274650524,
,3,949,0.025571133941411972,0.0005618394942957221,0.00022304733010918237,3.884636006661886e-05,0.0002719674231046998,0.000188844232647992,0.0033448343066119716,1.5401074779437055e-05,8.478428589036202e-05,0.003250561293978445,0.002661065646999879,0.348508431411398,0.004680562548184998,0.11659012463464838,
,3,999,0.008784474804997444,0.00010708912180220473,7.142086534993018e-05,2.951338683276376e-05,7.861468731680115e-05,5.078949751129383e-05,0.000889080891624521,1.1006053680316405e-05,2.1557938822781916e-05,0.0011711923371028035,0.0009538232408632317,0.11100900615344525,0.0012165730461656003,0.04231662585429596,
0.017566602677106857,3,999,,,,,,,,,,,,,,,
,4,1049,0.015204759314656258,0.00015641826940395896,0.00012492407840274588,7.284655095543259e-05,0.00011101064216870665,5.0033476179477034e-05,0.0009209834410462338,1.940069499030843e-05,1.540542619732397e-05,0.00011619111427439054,0.0021745400749094393,0.05705377520437792,0.0036797641151261238,0.0030718680917824048,
,4,1099,0.04033256322145462,0.002261560155967555,0.0004950940872494797,0.0005753563453606214,0.00044961733399108905,0.00014654921693256688,0.0018621213519643613,3.0033009323040185e-05,8.066690716379636e-05,0.0003647348521389817,0.009198309721745387,0.21079074517308416,0.018705452210050794,0.010053123101264898,
,4,1149,0.009653403423726559,0.0002529867156785503,0.00011886042182175657,9.672268331729989e-05,0.0001347743334633273,6.068898640212195e-05,0.0013304636509041898,3.3508647155326677e-06,3.095017238570436e-05,0.0008377904539562237,0.0014494132066388372,0.09889976995175184,0.002710600104831291,0.02657189797218083,
,4,1199,0.019190432503819466,0.0021568076357282888,0.00026906537024841756,0.0004392575432104831,0.00028161872738004126,9.708219288419633e-05,0.0024542692636007435,7.718630030967538e-06,5.722062841787821e-05,0.0005616517258962156,0.003981769579732876,0.11309729459487182,0.006945349358623573,0.015510570605872836,
,4,1249,0.002143730642274022,1.0215218764293984e-05,9.10674262313309e-06,2.931532176520196e-06,1.0894404253727977e-05,6.880049432863637e-06,0.00016387960358380806,3.989497108268145e-07,2.71850454116281e-06,0.00017643801090196396,0.00012454519951972365,0.015983832768014412,0.0001614561850751633,0.005614530194489824,
0.030260145664215088,4,1249,,,,,,,,,,,,,,,
