perturbation,perturbation_error
0.0,0.02492484264075756
0.001,0.034320272505283356
0.0014142135623730952,0.03985578939318657
0.002,0.04945392534136772
0.0028284271247461905,0.0680408626794815
0.004,0.10481496155261993
0.005656854249492381,0.18110781908035278
0.008,0.35062697529792786
0.011313708498984762,0.7667277455329895
0.016,2.0086257457733154
0.022627416997969524,7.997110366821289
0.032,39.462005615234375
0.04525483399593905,83.19597625732422
0.064,113.67373657226562
0.0905096679918781,113.67373657226562
0.128,113.67373657226562
0.1810193359837562,113.67373657226562
0.256,113.67373657226562
0.3620386719675124,113.67373657226562
0.512,165.38558959960938
0.7240773439350248,165.38558959960938
1.024,411.77789306640625
