perturbation,perturbation_error
0.0,0.019271891564130783
0.001,0.023445697501301765
0.0014142135623730952,0.025365572422742844
0.002,0.028273267671465874
0.0028284271247461905,0.03277324140071869
0.004,0.039920464158058167
0.005656854249492381,0.05161548778414726
0.008,0.07139172405004501
0.011313708498984762,0.106010302901268
0.016,0.1687822937965393
0.022627416997969524,0.2866629958152771
0.032,0.5158399343490601
0.04525483399593905,0.9765165448188782
0.064,1.9323718547821045
0.0905096679918781,3.984780788421631
0.128,8.412206649780273
0.1810193359837562,18.438047409057617
0.256,36.038387298583984
0.3620386719675124,129.6694793701172
0.512,164.4627685546875
0.7240773439350248,207.98745727539062
1.024,219.12445068359375
