perturbation,perturbation_error
0.0,0.06011246517300606
0.001,0.06821166723966599
0.0014142135623730952,0.07338152080774307
0.002,0.08260813355445862
0.0028284271247461905,0.09968127310276031
0.004,0.13246457278728485
0.005656854249492381,0.19787132740020752
0.008,0.3342769145965576
0.011313708498984762,0.6347854733467102
0.016,1.3820010423660278
0.022627416997969524,3.4237375259399414
0.032,9.175932884216309
0.04525483399593905,24.453645706176758
0.064,51.986656188964844
0.0905096679918781,85.76028442382812
0.128,144.6145782470703
0.1810193359837562,180.4940948486328
0.256,276.9172058105469
0.3620386719675124,276.9172058105469
0.512,276.9172058105469
0.7240773439350248,276.9172058105469
1.024,276.9172058105469
