perturbation,perturbation_error
0.0,0.0032572662457823753
0.001,0.006185414269566536
0.0014142135623730952,0.007706868462264538
0.002,0.010168947279453278
0.0028284271247461905,0.014275053516030312
0.004,0.021339911967515945
0.005656854249492381,0.03387400507926941
0.008,0.0567619763314724
0.011313708498984762,0.09967047721147537
0.016,0.1820412576198578
0.022627416997969524,0.34361883997917175
0.032,0.6670450568199158
0.04525483399593905,1.3270955085754395
0.064,2.698106288909912
0.0905096679918781,5.577136993408203
0.128,11.542163848876953
0.1810193359837562,27.855876922607422
0.256,5695288115200.0
0.3620386719675124,6.10499007889195e+36
0.512,inf
0.7240773439350248,inf
1.024,inf
