test/loss,step,epoch
0.4510382413864136,0,0
0.4214087724685669,0,0
1.077580451965332,0,0
0.3495432138442993,0,0
0.4100884199142456,0,0
1.4935126304626465,0,0
0.479838103055954,0,0
0.3957778811454773,0,0
2.2384467124938965,0,0
0.841094970703125,0,0
0.3798117935657501,0,0
3.606147050857544,0,0
1.7137898206710815,0,0
0.3702522814273834,0,0
6.169949531555176,0,0
3.6887552738189697,0,0
0.3980713188648224,0,0
11.05640697479248,0,0
7.9858527183532715,0,0
0.5757113695144653,0,0
20.484018325805664,0,0
16.965904235839844,0,0
1.26897394657135,0,0
38.781044006347656,0,0
34.452327728271484,0,0
3.6217539310455322,0,0
74.3003921508789,0,0
65.01847076416016,0,0
10.913346290588379,0,0
142.67799377441406,0,0
113.07715606689453,0,0
31.627840042114258,0,0
272.5841064453125,0,0
179.22430419921875,0,0
88.71640014648438,0,0
517.01416015625,0,0
262.1893615722656,0,0
243.761962890625,0,0
970.5105590820312,0,0
363.2333984375,0,0
405.2340393066406,0,0
1795.2869873046875,0,0
495.0157165527344,0,0
562.0730590820312,0,0
3301.3779296875,0,0
680.189208984375,0,0
746.1820678710938,0,0
6255.0166015625,0,0
910.4385375976562,0,0
999.5670776367188,0,0
12486.2578125,0,0
1402.909912109375,0,0
1799.4561767578125,0,0
26549.9296875,0,0
2759.6640625,0,0
3881.795166015625,0,0
61639.93359375,0,0
4130.83935546875,0,0
6785.5400390625,0,0
112205.046875,0,0
10921.306640625,0,0
23106.85546875,0,0
198478.203125,0,0
24316.09375,0,0
