perturbation,perturbation_error
0.0,0.0036508624907583
0.001,0.005954870022833347
0.0014142135623730952,0.007129315752536058
0.002,0.009010091423988342
0.0028284271247461905,0.012109199538826942
0.004,0.017369335517287254
0.005656854249492381,0.026559337973594666
0.008,0.043047498911619186
0.011313708498984762,0.07331697642803192
0.016,0.1299334168434143
0.022627416997969524,0.23732803761959076
0.032,0.4429408013820648
0.04525483399593905,0.8381911516189575
0.064,1.5960159301757812
0.0905096679918781,3.0306506156921387
0.128,5.6642231941223145
0.1810193359837562,10.193619728088379
0.256,18.4310245513916
0.3620386719675124,42.59382247924805
0.512,88.85127258300781
0.7240773439350248,163.08616638183594
1.024,214.1129150390625
