perturbation,perturbation_error
0.0,0.039365850389003754
0.001,0.04691296070814133
0.0014142135623730952,0.050536252558231354
0.002,0.056151557713747025
0.0028284271247461905,0.06506386399269104
0.004,0.0795808658003807
0.005656854249492381,0.10385030508041382
0.008,0.14540742337703705
0.011313708498984762,0.2179674357175827
0.016,0.346271812915802
0.022627416997969524,0.6112586259841919
0.032,1.1244876384735107
0.04525483399593905,2.0728166103363037
0.064,3.7433736324310303
0.0905096679918781,7.147524356842041
0.128,13.522854804992676
0.1810193359837562,34.775543212890625
0.256,69.11273193359375
0.3620386719675124,101.96550750732422
0.512,118.51811218261719
0.7240773439350248,118.51811218261719
1.024,118.51811218261719
