perturbation,perturbation_error
0.0,0.4510382413864136
0.001,1.077580451965332
0.0014142135623730952,1.4935126304626465
0.002,2.2384467124938965
0.0028284271247461905,3.606147050857544
0.004,6.169949531555176
0.005656854249492381,11.05640697479248
0.008,20.484018325805664
0.011313708498984762,38.781044006347656
0.016,74.3003921508789
0.022627416997969524,142.67799377441406
0.032,272.5841064453125
0.04525483399593905,517.01416015625
0.064,970.5105590820312
0.0905096679918781,1795.2869873046875
0.128,3301.3779296875
0.1810193359837562,6255.0166015625
0.256,12486.2578125
0.3620386719675124,26549.9296875
0.512,61639.93359375
0.7240773439350248,112205.046875
1.024,198478.203125
