perturbation,perturbation_error
0.0,4.080892562866211
0.001,4.384954929351807
0.0014142135623730952,4.507861614227295
0.002,4.670386791229248
0.0028284271247461905,4.873085021972656
0.004,5.089348316192627
0.005656854249492381,5.262194633483887
0.008,5.330726146697998
0.011313708498984762,5.348310947418213
0.016,5.56857967376709
0.022627416997969524,6.658339977264404
0.032,17.362197875976562
0.04525483399593905,45.76369094848633
0.064,108.5029296875
0.0905096679918781,279.3584899902344
0.128,1894.9085693359375
0.1810193359837562,3429.1171875
0.256,4916.21630859375
0.3620386719675124,7513.3935546875
0.512,12603.2900390625
0.7240773439350248,23196.46875
1.024,40595.9453125
