perturbation,perturbation_error
0.0,0.16527041792869568
0.001,0.25427350401878357
0.0014142135623730952,0.30660662055015564
0.002,0.3980535864830017
0.0028284271247461905,0.5663750171661377
0.004,0.8957532644271851
0.005656854249492381,1.588600516319275
0.008,3.1767749786376953
0.011313708498984762,7.194631576538086
0.016,18.063074111938477
0.022627416997969524,43.314754486083984
0.032,73.95735931396484
0.04525483399593905,95.98054504394531
0.064,112.65107727050781
0.0905096679918781,123.77196502685547
0.128,142.50592041015625
0.1810193359837562,157.83595275878906
0.256,174.30482482910156
0.3620386719675124,197.58755493164062
0.512,197.58755493164062
0.7240773439350248,197.58755493164062
1.024,226.61138916015625
