perturbation,perturbation_error
0.0,0.0015976179856806993
0.001,0.002329364186152816
0.0014142135623730952,0.0026891527231782675
0.002,0.0032863107044249773
0.0028284271247461905,0.004456737544387579
0.004,0.00657679932191968
0.005656854249492381,0.010493363253772259
0.008,0.01783662475645542
0.011313708498984762,0.031737931072711945
0.016,0.05816497281193733
0.022627416997969524,0.10831387341022491
0.032,0.22360186278820038
0.04525483399593905,0.453587144613266
0.064,0.8965427279472351
0.0905096679918781,1.7158265113830566
0.128,3.132370948791504
0.1810193359837562,5.2986674308776855
0.256,8.762993812561035
0.3620386719675124,17.297618865966797
0.512,56.83056640625
0.7240773439350248,193.18113708496094
1.024,720.7251586914062
