perturbation,perturbation_error
0.0,0.16479778289794922
0.001,0.7171704173088074
0.0014142135623730952,1.0763788223266602
0.002,1.7090182304382324
0.0028284271247461905,3.8237385749816895
0.004,8.530167579650879
0.005656854249492381,18.631481170654297
0.008,40.31511688232422
0.011313708498984762,85.28451538085938
0.016,164.32611083984375
0.022627416997969524,270.0408630371094
0.032,377.8488464355469
0.04525483399593905,470.151611328125
0.064,542.1798095703125
0.0905096679918781,995.7594604492188
0.128,1752.4217529296875
0.1810193359837562,3423.9169921875
0.256,9346.3486328125
0.3620386719675124,19482.974609375
0.512,41925.53515625
0.7240773439350248,85721.171875
1.024,311240.5625
