perturbation,perturbation_error
0.0,0.6720719933509827
0.001,0.7239012122154236
0.0014142135623730952,0.7467410564422607
0.002,0.7803927659988403
0.0028284271247461905,0.8306542038917542
0.004,0.9069810509681702
0.005656854249492381,1.025122880935669
0.008,1.2118141651153564
0.011313708498984762,1.51285982131958
0.016,2.00661039352417
0.022627416997969524,2.8236095905303955
0.032,4.167402267456055
0.04525483399593905,8.385320663452148
0.064,16.007041931152344
0.0905096679918781,21.984533309936523
0.128,39.554901123046875
0.1810193359837562,57.01658630371094
0.256,63.687007904052734
0.3620386719675124,63.687007904052734
0.512,63.687007904052734
0.7240773439350248,67.81456756591797
1.024,74.64785766601562
