perturbation,perturbation_error
0.0,0.15620969235897064
0.001,0.18175873160362244
0.0014142135623730952,0.19347429275512695
0.002,0.21121186017990112
0.0028284271247461905,0.23856592178344727
0.004,0.28161677718162537
0.005656854249492381,0.35147544741630554
0.008,0.4676875174045563
0.011313708498984762,0.6659455299377441
0.016,1.011670708656311
0.022627416997969524,1.6238036155700684
0.032,2.710202217102051
0.04525483399593905,4.61109733581543
0.064,7.787173271179199
0.0905096679918781,12.550037384033203
0.128,18.290935516357422
0.1810193359837562,37.536582946777344
0.256,65.74889373779297
0.3620386719675124,83.51913452148438
0.512,96.08478546142578
0.7240773439350248,159.2441864013672
1.024,159.2441864013672
