perturbation,perturbation_error
0.0,34.11308288574219
0.001,38.214664459228516
0.0014142135623730952,39.96445846557617
0.002,42.48900604248047
0.0028284271247461905,46.153038024902344
0.004,51.51356506347656
0.005656854249492381,59.427310943603516
0.008,71.19782257080078
0.011313708498984762,88.81512451171875
0.016,115.14559936523438
0.022627416997969524,168.14723205566406
0.032,273.366943359375
0.04525483399593905,462.7294616699219
0.064,733.7897338867188
0.0905096679918781,1268.6932373046875
0.128,2065.83642578125
0.1810193359837562,3200.79248046875
0.256,4908.021484375
0.3620386719675124,7850.67138671875
0.512,13426.3447265625
0.7240773439350248,30698.546875
1.024,68207.5
