val/loss,epoch,step,train/loss,grad_norm.net.W.weight,grad_norm.net.P.weight,grad_norm.net.g.linear1.weight,grad_norm.net.g.linear1.bias,grad_norm.net.g.linear2.weight,grad_norm.net.g.linear2.bias,grad_norm.net.f.linear1.weight,grad_norm.net.f.linear1.bias,grad_norm.net.f.linear2.weight,grad_norm.net.f.linear2.bias,grad_norm.encoder.U.weight,grad_norm.encoder.U.bias,grad_norm.decoder.U.weight,grad_norm.decoder.U.bias,test/loss
15.367719650268555,0,0,,,,,,,,,,,,,,,,
,0,49,0.8491382002830505,0.27252998303110654,0.8888419178642388,2.1058244819347656,6.011393009539374,0.6748129639232365,6.846665599927282,0.12041768933283989,0.025197882338130334,0.026136767371946576,0.04160653324483846,0.0466927420978927,4.399195901279693,0.2835512008023353,0.7914936386863214,
,0,99,0.6874382495880127,0.6323340477491552,2.123083842236152,6.697949389053791,20.81881310916731,1.3056231395611102,25.61163239997537,0.25970502912823795,0.07890067142494789,0.05970117665425245,0.09842828431584454,0.05349431845966339,14.6318321773984,0.3436778187695937,1.7972150081441822,
,0,149,1.2654114961624146,0.7094484383177525,7.685720086245761,33.51735952806939,107.38930620044036,3.7150859584713443,154.46571800668147,1.1856296960787047,0.39530163265036466,0.2247695460019799,0.4042311833470067,0.36713130035632935,67.53159953326079,2.7643026453774366,6.633390252188866,
,0,199,2.8843283653259277,7.313793188310784,27.435853911311256,89.00210959841873,306.48044334769065,8.769932839533153,524.9419536028306,2.760515139897575,1.62844788582667,0.6537212244319774,1.1053384640725346,0.19411250770058508,157.85739311918329,4.281441108573258,18.567160673650946,
,0,249,0.8319993615150452,0.46019130303257844,2.1843138438882885,10.83318654253732,40.22809111549124,0.518857648340505,66.98212914767217,0.46589310567820835,0.3004145447378761,0.15064930029787993,0.2628517302896899,0.05260812221682022,28.50088897196096,0.6775458674884438,4.5091126598375935,
0.47468802332878113,0,249,,,,,,,,,,,,,,,,
,1,299,1.7458170652389526,0.4015623816580938,3.5587366114707555,23.577585329965483,93.88344518689476,0.6802458714896237,164.34392296150062,0.9088608999085805,0.6290624598214698,0.35053823729119205,0.6337824158153729,0.12242761269006713,67.46638893181891,1.6926092386128966,11.0728290220095,
,1,349,0.6489421129226685,0.152356414390171,1.033847958068597,7.683689749554258,32.604603087349176,0.16331407340741325,56.01343843495012,0.27490759793008823,0.21770453228438735,0.10284673002906608,0.20314060991690924,0.030122149684560354,22.43801837345647,0.4456590443561634,3.5392108943099982,
,1,399,0.22578512132167816,0.016499590076535887,0.1829611003684221,1.320581754660839,5.981168067377103,0.01901464217873091,10.113224096073553,0.042812755030415844,0.04058010026372488,0.01914251829599859,0.03787668568834643,0.00435703081013884,3.977736787043353,0.10250333462579603,0.6626779132650054,
,1,449,0.9237399697303772,0.0276988325779307,1.2295734979844615,12.055198036930342,56.59128116580472,0.22997149198901112,97.0954805760245,0.4487123884642572,0.31906365264171843,0.1476566683067242,0.32382672566318976,0.0638473471633122,36.85212894762407,0.9838877080001556,5.650134690757821,
,1,499,0.5945983529090881,0.06050413774406868,0.7830872666299831,6.321946261577992,31.350198939685264,0.09266126072115449,54.27208432632156,0.19629036484388127,0.19199391720455417,0.08613434149052479,0.18135207438826273,0.025612307334291713,18.81479219158924,0.4058204843944456,3.2113650888569802,
0.8554433584213257,1,499,,,,,,,,,,,,,,,,
,2,549,0.32020196318626404,0.008628716800233456,0.26777382726321014,2.078445263009412,10.532082683492625,0.03498186489504722,18.026162928802115,0.08294589427700777,0.0647395097762205,0.032364553919672884,0.06128271286219075,0.022018670475921022,6.202080920197515,0.306387296271592,1.0988820247908249,
,2,599,1.0723159313201904,0.05173818455108233,1.5576176319437582,14.54166091515081,79.16906229078756,0.2243749922793395,137.51250068596758,0.4758092282646945,0.4041184371561641,0.1675341807846536,0.37858828259699967,0.04612194992280622,43.710582143285166,0.9965994350159157,6.85489316642812,
,2,649,0.42823177576065063,0.22316510340759405,1.305455264557959,6.912544551353968,40.16582575523843,0.074557351178123,71.02007584380965,0.1665176544603737,0.21270782859137066,0.07327805855621133,0.14616487048765564,0.03383845658248256,16.109604316879835,0.3031248762533537,2.501163468259949,
,2,699,0.12721122801303864,0.044694389232000475,0.2822327488667629,1.8403300982854889,10.861180535631808,0.01620991511266566,18.06261500332667,0.05021147094812316,0.06116757479181002,0.020057521203228942,0.04114340964237444,0.00450794392263583,4.803682559100748,0.07834744059853116,0.6849322197989771,
,2,749,0.2896627187728882,0.054704159212685295,0.6090917813812108,4.896352224314592,28.90338643997551,0.03810869656565509,47.37175985716235,0.12177495239623279,0.15368176980899959,0.05470854697573991,0.11436902132175719,0.008887055158227531,12.755510618571773,0.211265776641955,1.8695494320789179,
