perturbation,perturbation_error
0.0,0.29712873697280884
0.001,0.3142574429512024
0.0014142135623730952,0.32198917865753174
0.002,0.33356761932373047
0.0028284271247461905,0.35124388337135315
0.004,0.37888434529304504
0.005656854249492381,0.42336776852607727
0.008,0.4973756670951843
0.011313708498984762,0.6251194477081299
0.016,0.8544394969940186
0.022627416997969524,1.283067226409912
0.032,2.11637806892395
0.04525483399593905,3.7892818450927734
0.064,7.181615829467773
0.0905096679918781,13.5486478805542
0.128,24.889633178710938
0.1810193359837562,63.98583984375
0.256,172.73582458496094
0.3620386719675124,487.4078063964844
0.512,1438.9954833984375
0.7240773439350248,4118.76025390625
1.024,13364.6650390625
