val/loss,epoch,step,train/loss,grad_norm.net.layer.D,grad_norm.net.layer.kernel.C,grad_norm.net.layer.kernel.inv_dt,grad_norm.net.layer.kernel.B,grad_norm.net.layer.kernel.A_real,grad_norm.net.layer.kernel.A_imag,grad_norm.net.layer.kernel.P,grad_norm.net.output_linear.0.weight,grad_norm.net.output_linear.0.bias,grad_norm.encoder.U.weight,grad_norm.encoder.U.bias,grad_norm.decoder.U.weight,grad_norm.decoder.U.bias,test/loss
14.248409271240234,0,0,,,,,,,,,,,,,,,
,0,49,3.3260364532470703,0.03438890226866596,0.011420569009962335,0.07058221918738765,0.008515690837285957,0.012505082665979425,0.033947893266524594,0.002246626854944267,0.03163991251805429,0.012643036255042893,0.022585553686187365,0.48478682557055897,0.133732493056518,0.282066818638733,
,0,99,1.0756224393844604,0.1018371466604433,0.07193161448169733,0.030489118493579534,0.056215816672604946,0.07144606774941167,1.0776828235114289,0.014853529362464422,0.14111436339095113,0.05889748738426936,0.044975919373087175,4.091382057901062,0.2727004644263401,1.056070663616323,
,0,149,0.3622422516345978,0.05027086920757987,0.04927372570780974,0.013334387768867624,0.03289959994062248,0.017348308802136385,0.86331473639073,0.005492238013869924,0.02311592632586351,0.010533311444710518,0.016530942566351486,0.7964943259430278,0.07532197414466206,0.1475495606722122,
,0,199,0.35677316784858704,0.09479812610610583,0.15333179727126903,0.00432296966192508,0.11500809490823682,0.08733289321364147,4.220953306424996,0.016058704858797398,0.15223400699683537,0.059925899200198064,0.03675693113453908,6.251823804810591,0.50679000352068,1.2120506893689131,
,0,249,0.2032921463251114,0.026220668281191056,0.04300207433964599,0.013019149842089184,0.03368962764543885,0.032804569350239496,1.2911711007351474,0.004456476402481347,0.07073694688905177,0.024549571679048372,0.01471077929756378,3.681965906794581,0.24689152333059178,0.5597217729497154,
0.3111221492290497,0,249,,,,,,,,,,,,,,,
,1,299,0.12460201233625412,0.007298696726574553,0.013140329108212986,0.00413638144017039,0.010245338244741192,0.009264750016796934,0.3115475275272274,0.0012439519911918151,0.02470157454462317,0.008489808328623278,0.007051497912738427,1.4009595127362025,0.09955541837601146,0.19815592224852857,
,1,349,0.2744811177253723,0.04891654483866155,0.049566442725088464,0.015777042764985184,0.040525203891652026,0.04103461288486402,0.7332294260080827,0.004756564164750739,0.17675651623360045,0.05320294418491789,0.09574499539446399,7.157471705299306,0.646597104647959,1.450190821591784,
,1,399,0.1064341813325882,0.011711408479722747,0.01234953851346714,0.003020575350149719,0.01003004525019163,0.010171426550242996,0.16811063849685898,0.00106868753850965,0.045958956788057975,0.0137681503926338,0.028956775287496076,2.238183133038485,0.224510232599278,0.4525282507613082,
,1,449,0.04406057670712471,0.0020802821538991457,0.0027972966783558015,0.0005841057918705093,0.0022544134082192902,0.0021863714215155446,0.03520772519619691,0.0002241522773570107,0.010359031621936743,0.0031662577382974904,0.005014285695110647,0.6950020574763774,0.06702989859974287,0.1203766868600553,
,1,499,0.042199280112981796,0.004212954941249843,0.002338995359995822,0.0010511044305645913,0.0017561436795702728,0.0014299234019681515,0.014992600730775407,0.00017647913076891463,0.011437601968953517,0.0030559545570724407,0.017522820500045347,0.6678386023065568,0.05817532528697479,0.06925783276711929,
0.04828139767050743,1,499,,,,,,,,,,,,,,,
0.04828139767050743,2,500,,,,,,,,,,,,,,,
,2,500,,,,,,,,,,,,,,,0.04858076199889183
