perturbation,perturbation_error
0.0,0.011858598329126835
0.001,0.031386177986860275
0.0014142135623730952,0.044761739671230316
0.002,0.06967471539974213
0.0028284271247461905,0.11837498843669891
0.004,0.21895937621593475
0.005656854249492381,0.44100961089134216
0.008,0.9755508899688721
0.011313708498984762,2.426908493041992
0.016,7.126372814178467
0.022627416997969524,26.993894577026367
0.032,157.46380615234375
0.04525483399593905,1825.1640625
0.064,66724.8671875
0.0905096679918781,25556506.0
0.128,783025438720.0
0.1810193359837562,7.7415760490685e+19
0.256,8.671112319548218e+32
0.3620386719675124,inf
0.512,inf
0.7240773439350248,inf
1.024,inf
