perturbation,perturbation_error
0.0,0.034033145755529404
0.001,0.04254046082496643
0.0014142135623730952,0.04674490541219711
0.002,0.05349135771393776
0.0028284271247461905,0.06487815827131271
0.004,0.08553695678710938
0.005656854249492381,0.1268387883901596
0.008,0.2215670943260193
0.011313708498984762,0.4760620892047882
0.016,1.2834347486495972
0.022627416997969524,4.374125957489014
0.032,18.36566162109375
0.04525483399593905,61.70577621459961
0.064,168.64962768554688
0.0905096679918781,396.0699462890625
0.128,847.3947143554688
0.1810193359837562,1738.1544189453125
0.256,3427.208984375
0.3620386719675124,6632.78271484375
0.512,12603.2421875
0.7240773439350248,22384.6796875
1.024,54137.609375
