perturbation,perturbation_error
0.0,0.023707417771220207
0.001,0.032444968819618225
0.0014142135623730952,0.03669993206858635
0.002,0.04335732385516167
0.0028284271247461905,0.05405886098742485
0.004,0.07178609073162079
0.005656854249492381,0.10209492594003677
0.008,0.15564653277397156
0.011313708498984762,0.25328999757766724
0.016,0.43674391508102417
0.022627416997969524,0.7898328900337219
0.032,1.4826769828796387
0.04525483399593905,2.8450441360473633
0.064,5.513898849487305
0.0905096679918781,13.044414520263672
0.128,26.702970504760742
0.1810193359837562,62.55690002441406
0.256,139.7823486328125
0.3620386719675124,271.1660461425781
0.512,271.1660461425781
0.7240773439350248,300.48260498046875
1.024,300.48260498046875
