perturbation,perturbation_error
0.0,0.03229744732379913
0.001,0.03589992597699165
0.0014142135623730952,0.03748258948326111
0.002,0.03981144353747368
0.0028284271247461905,0.043286506086587906
0.004,0.04856501519680023
0.005656854249492381,0.05676053464412689
0.008,0.06981917470693588
0.011313708498984762,0.09124486893415451
0.016,0.1275230050086975
0.022627416997969524,0.23615959286689758
0.032,0.5411278009414673
0.04525483399593905,1.2162892818450928
0.064,2.6994123458862305
0.0905096679918781,5.962557792663574
0.128,13.256444931030273
0.1810193359837562,29.498390197753906
0.256,63.8309440612793
0.3620386719675124,115.97470092773438
0.512,161.95175170898438
0.7240773439350248,422.73712158203125
1.024,1836.5892333984375
